date,Open,High,Low,Close,Volume,pred,reg,price
2005-11-07,0.3220618556701029,0.40411985018726493,0.30732758620689515,0.26334371754932695,-1.266154003349146,1.0,0.017283097131005842,28.93
2005-11-08,0.27421768707482963,0.3613231552162839,0.29714285714285604,0.3547360809833715,-0.9349739057131427,1.0,0.06354060482500845,29.43
2005-11-09,0.36008724100327116,0.3960199004975109,0.38156484458735207,0.39861737300871836,-0.8264010532250847,1.0,0.047923322683705916,31.3
2005-11-10,0.39534741352923186,0.5021946811257416,0.4214524460650253,0.49884082555838494,-0.38804994270422166,1.0,0.0167682926829269,32.8
2005-11-11,0.4932235939643346,0.4834401709401699,0.51758573388203,0.4556907272235762,-0.8826200010434326,1.0,0.011994002998500619,33.35
2005-11-14,0.45854700854700847,0.4411162314388106,0.46841269841269795,0.40864100549882343,-0.9816621407653771,1.0,0.003851851851851995,33.75
2005-11-15,0.40471327572662985,0.28760880696364444,0.3112698412698409,0.3538621047174719,-1.1931321502465961,0.0,-0.008264462809917439,33.88
2005-11-16,0.30725320764598085,0.2239119303635415,0.3385185185185178,0.2512182477967877,-1.3555325645002014,1.0,0.021428571428571352,33.6
2005-11-17,0.23341188792877743,0.2674317776077515,0.25423280423280303,0.2592481203007537,-0.9669841732398232,0.0,-0.037004662004662126,34.32
2005-11-18,0.2599149787446864,0.17689364957918796,0.13698412698412588,0.013634085213034108,-1.3438376395165403,0.0,-0.03207261724659605,33.05
2005-11-21,-0.03250812703175798,-0.12129558786024153,-0.1654497354497363,-0.19478696741854484,-1.2618632438918103,1.0,0.015942482025633087,31.99
2005-11-22,-0.19519879969992493,-0.17607753124203196,-0.16333333333333444,-0.17082706766917088,-1.423019811448667,1.0,0.0166153846153847,32.5
2005-11-23,-0.2152038009502375,-0.09155827595001453,-0.13010582010582172,-0.1461654135338324,-1.2186105633583484,0.0,-0.0057506053268764346,33.04
2005-11-25,-0.15023755938984795,-0.22315735781688517,-0.10111111111111282,-0.23057644110275421,-1.5820892716761574,1.0,0.017047184170471796,32.85
2005-11-28,-0.20025006251562927,-0.18209640397857907,-0.11566137566137713,-0.2022055137844596,-1.2156656096261689,0.0,-0.01526489075127202,33.41
2005-11-29,-0.21850462615653932,-0.29319051262433315,-0.23142857142857232,-0.33313283208019817,-1.362548305075797,1.0,0.02097264437689983,32.9
2005-11-30,-0.33273318329582413,-0.30594236164244104,-0.24968253968254084,-0.2900250626566384,-1.1436273347832593,1.0,0.020541827924977607,33.59
2005-12-01,-0.23085771442860703,-0.22273402674591658,-0.18043092522180038,-0.25092731829573645,-1.349965226535467,1.0,0.0,34.28
2005-12-02,-0.2389636273044342,-0.28426073131955776,-0.21570996978852008,-0.2654800431499429,-1.3031982029219178,0.0,-0.05630105017502918,34.28
2005-12-05,-0.6124731182795695,-0.6579756226815078,-0.6850464807436926,-0.6326298701298669,-0.7988335141189369,1.0,0.039258114374033815,32.35
2005-12-06,-0.672849462365591,-0.5385641846810808,-0.6334661354581679,-0.4876623376623356,-1.0501007065021282,1.0,0.009815585960737838,33.62
