date,Open,High,Low,Close,Volume,pred,reg,price
1998-02-13,-0.7479700854700849,-0.576355555555557,-0.6437101449275358,-0.5571059431524532,-1.2808227991243268,1.0,0.006153846153846176,19.5
1998-02-17,-0.5416454622561497,-0.6757751937984522,-0.4423859649122799,-0.5531438415159337,-1.289526833413479,1.0,0.047910295616717447,19.62
1998-02-18,-0.5630195080576754,0.2604444444444407,-0.4849618849618832,0.07755991285403119,-0.9165387630346427,0.0,-0.0058365758754862496,20.56
1998-02-19,0.16870748299320049,0.29234972677595095,-0.017211328976031504,-0.03355119825707864,-0.9502584929080151,0.0,-0.021526418786692814,20.44
1998-02-20,-0.07988338192419853,-0.06174863387978846,-0.19586056644879857,-0.33426248548199555,-1.070402352884453,1.0,0.0625,20.0
1998-02-23,-0.3535471331389669,0.34914529914529635,-0.0844907407407367,0.1816479400749098,-0.6520749258696752,1.0,0.002823529411764669,21.25
1998-02-24,0.13298880275624758,0.14615384615384364,0.07988980716253713,0.13775322283610136,-0.5115162642414408,1.0,0.04692632566870025,21.31
1998-02-25,0.13996316758748129,0.4260392156862718,0.1331465919701249,0.2658008658008708,0.2579891811229249,1.0,0.053339309726579964,22.31
1998-02-26,0.2728715728715774,0.4660079051383388,0.26237037037037214,0.3702811244979951,-0.1288727227507307,1.0,0.005106382978723456,23.5
1998-02-27,0.3614472123368966,0.4480446927374293,0.31791907514451134,0.33951658234963866,-0.3727326991232979,0.0,-0.036833192209991594,23.62
1998-03-02,0.3390119250425947,0.2852886405959032,0.15183044315992644,0.006070826306917798,-0.7520014922589069,1.0,0.01626373626373634,22.75
1998-03-03,-0.26439522998295706,0.10093109869646266,-0.12858060372510804,0.08240584598089185,-0.9828191257849903,1.0,0.05709342560553643,23.12
1998-03-04,0.033049403747877015,0.3870933333333335,0.22533333333333605,0.2888888888888914,0.3313692809938782,0.0,-0.0155482815057284,24.44
1998-03-05,0.11141396933561021,0.17173333333333285,0.20614492753623415,0.12543209876543382,-0.11892993010471076,1.0,0.015793848711554537,24.06
1998-03-06,0.20043149946063155,0.20106666666666562,0.1864444444444473,0.18676543209876728,-0.1752863802070933,0.0,-0.06914893617021278,24.44
1998-03-09,0.1143473570658089,0.09098666666666655,-0.1396666666666645,-0.34607407407407276,-0.4670423340053017,1.0,0.057582417582417555,22.75
1998-03-10,-0.16677454153181648,0.09909333333333281,-0.03888888888888786,-0.0035555555555535356,-0.1294782456864395,1.0,0.08561928512053218,24.06
1998-03-11,0.21049798115747542,0.2764629388816646,0.20111265646731646,0.23123764333728936,0.4518473260999334,1.0,0.03369065849923425,26.12
1998-03-12,0.2493475682087838,0.2855686274509799,0.24216524216524404,0.24797708557107323,-0.4637009905698882,1.0,0.004444444444444473,27.0
1998-03-13,0.28012552301255766,0.24403809523809472,0.24286786786786907,0.19660657476140186,-0.8249782614096545,0.0,-0.01585545722713866,27.12
1998-03-16,0.19149232914923764,0.18019047619047623,0.1697447447447462,0.04616472251679182,-1.152747594580969,0.0,-0.013113525665043091,26.69
1998-03-17,0.005997210599725689,-0.010209523809524113,0.07250778816199488,-0.0317173994738803,-1.1231624600884578,1.0,0.02277904328018221,26.34
1998-03-18,-0.12259702575262443,-0.016457142857143503,0.07717171717171856,0.03870725291244015,-1.3703898369928598,0.0,-0.007052709725315576,26.94
1998-03-19,0.024000000000004906,-0.08076190476190603,0.10233644859813262,-0.06167234203556515,-1.588025326137764,0.0,-0.014205607476635462,26.75
1998-03-20,-0.0660660660660608,-0.14190031152648097,-0.06345768150822062,-0.1914926527455525,-1.4814551197609032,0.0,-0.009480470231323479,26.37
1998-03-23,-0.29181681681681226,-0.28279982927870384,-0.4385836385836359,-0.26584564860426907,-1.1168848000679896,1.0,0.07197549770290967,26.12
1998-03-24,-0.1863058630586254,-0.0029595015576331374,-0.0464672735153856,0.014888888888889618,-0.6328510318843044,0.0,-0.030000000000000027,28.0
1998-03-25,0.005725490196082816,-0.12515576323987687,-0.07863025574338789,-0.2289629629629617,-1.1780620122098047,0.0,-0.022091310751104598,27.16
1998-03-26,-0.2558431372548978,-0.358800623052961,-0.11102292768959232,-0.3933565083043633,-1.5273396223742548,1.0,0.014307228915662717,26.56
1998-03-27,-0.33981810992486705,-0.3231515151515165,-0.19400352733685955,-0.3540392156862725,-1.4307794727970653,1.0,0.018559762435040872,26.94
1998-03-30,-0.34466338259441165,-0.33874747474747535,-0.125977011494252,-0.28862370723945785,-1.4427647700392359,1.0,0.0021865889212826506,27.44
1998-03-31,-0.2342431761786553,-0.2556451612903231,-0.1131339401820538,-0.30549999999999855,-1.4173628521650448,1.0,0.0,27.5
1998-04-01,-0.24711111111110706,-0.31890681003584276,-0.20161290322580594,-0.3633333333333324,-1.5496919219818976,0.0,-0.006909090909090976,27.5
1998-04-02,-0.3390222222222178,-0.47661290322580585,-0.29605734767025027,-0.46808333333333163,-1.522620008781994,0.0,-0.009154155986818013,27.31
1998-04-03,-0.44853333333332823,-0.5372549019607846,-0.3778390804597703,-0.5133827160493807,-1.4982683890706667,0.0,-0.029933481152993324,27.06
1998-04-06,-0.4552562070787054,-0.6667672197083961,-0.5603076923076928,-0.8009965122072724,-1.215886202354141,0.0,-0.02857142857142858,26.25
1998-04-07,-0.8799788695192768,-1.018920634920635,-1.0089804543053351,-1.07873462214411,-1.30965311123387,0.0,-0.019607843137254943,25.5
1998-04-08,-1.1087536231884003,-1.3189189189189188,-1.1184132622853755,-1.3099682539682524,-1.4068825337469368,1.0,0.024799999999999933,25.0
1998-04-09,-1.2067246376811551,-1.1430353430353435,-1.045352279455299,-1.1006984126984098,-1.4841492089123074,1.0,0.032006245120999255,25.62
1998-04-13,-1.0387246376811547,-0.8411642411642419,-1.0742451154529318,-0.824126984126983,-1.2456883241972265,1.0,0.018910741301058964,26.44
1998-04-14,-0.8104347826086913,-0.6594594594594612,-0.6363528715216115,-0.6868571428571418,-1.1660752985169762,1.0,0.018559762435040872,26.94
1998-04-15,-0.49992982456139823,-0.5064888888888902,-0.5338947368421055,-0.5512380952380949,-0.744518335953767,1.0,0.04300291545189494,27.44
1998-04-16,-0.028799999999996495,0.0737430167597748,-0.12138254247217495,-0.2440658716638272,0.6462419565855873,0.0,-0.02375960866526905,28.62
1998-04-17,-0.30623999999999685,-0.34563716258631727,-0.3506736965436459,-0.5198182850653041,-0.8354030384748885,1.0,0.03793843951324272,27.94
1998-04-20,-0.6470399999999961,-0.07696170747018372,-0.4454598711189238,-0.2584533333333332,-0.9181663240149877,1.0,0.0,29.0
1998-04-21,-0.24287999999999554,-0.25377604166666934,-0.16630695443645283,-0.14615384615384708,-1.1114846162746197,0.0,-0.051724137931034475,29.0
1998-04-22,-0.11010342084327229,-0.2280784313725519,-0.40829103214890217,-0.752833333333335,-1.1696686513763916,1.0,0.006909090909090976,27.5
1998-04-23,-0.7723150357995158,-0.27215686274509965,-0.6041237113402094,-0.684000000000001,-0.9134203757598411,1.0,0.009028530155290815,27.69
1998-04-24,-0.6502784407318963,-0.6447058823529432,-0.4776632302405541,-0.5746666666666691,-1.2020238699169625,0.0,-0.006800286327845462,27.94
1998-04-27,-1.119649960222746,-0.8878431372549036,-0.8728522336769798,-0.6801666666666701,-0.9642676599115336,0.0,-0.029189189189189113,27.75
1998-04-28,-0.5969769291964939,-0.7819607843137282,-1.1316151202749174,-1.089333333333336,-1.1634688809975169,1.0,0.00222717149220486,26.94
1998-04-29,-1.0478918058870268,-1.0572549019607858,-0.8890034364261203,-1.0703333333333358,-1.211477051237551,1.0,0.013703703703703773,27.0
1998-04-30,-0.8644391408114513,-0.9832156862745111,-0.7474226804123737,-0.8925000000000018,-1.2190487633389404,1.0,0.023017902813299296,27.37
1998-05-01,-0.812410501193312,-0.7072941176470589,-0.8506872852233701,-0.5983333333333345,-1.2164117924919016,1.0,0.03785714285714281,28.0
1998-05-04,-0.19315831344470402,-0.1603137254901964,0.03247058823529203,-0.1262725779967172,-0.7664166056625273,1.0,0.021679284239504604,29.06
1998-05-05,-0.06443914081144897,-0.09614814814814876,0.03566591422121612,-0.025728500355366446,-0.9487242859157673,1.0,0.020882452004041596,29.69
1998-05-06,0.024255024255030344,-0.00499671268902091,0.019298245614032927,0.06503452605147508,-0.3846291955736739,0.0,-0.00395908940943579,30.31
1998-05-07,0.11103030303030814,-0.006984126984127426,0.09163449163448978,-0.01820464532328958,-0.8039342632826719,1.0,0.008280887711162643,30.19
1998-05-08,-0.11090909090908563,-0.09714285714285809,0.05930158730158541,0.002696078431369875,-1.1449476259875395,1.0,0.016425755584756896,30.44
1998-05-11,0.07171543316122198,0.0708266666666657,0.1368536853685347,0.04175084175083943,-0.6885453255158487,0.0,-0.02650290885585005,30.94
1998-05-12,-0.0787148594377457,-0.24224000000000157,-0.165566556655668,-0.26442199775533304,-1.1771940782330514,1.0,0.010624169986719778,30.12
1998-05-13,-0.2808950086058454,-0.2550400000000025,-0.2972497249725,-0.18967452300785903,-1.11120797150603,0.0,-0.012483574244415374,30.44
1998-05-14,-0.2078026391279313,-0.40149333333333515,-0.2839383938393869,-0.3463524130190825,-1.2908881430869958,0.0,-0.016633399866932796,30.06
1998-05-15,-0.34606999426275764,-0.45514666666666814,-0.47436743674367676,-0.5399551066217758,-1.1627939937691372,0.0,-0.035859269282814576,29.56
1998-05-18,-0.6094090648307428,-0.7389866666666682,-0.7819581958195851,-0.9130190796857489,-1.2119491725610272,1.0,0.030526315789473735,28.5
1998-05-19,-0.7796901893287349,-0.8034133333333352,-0.6655665566556683,-0.6551066217732905,-1.2236634620955844,1.0,0.006469186244467018,29.37
1998-05-20,-0.5893287435456034,-0.7070933333333358,-0.7280528052805297,-0.636700336700339,-1.2531178827545941,0.0,-0.02334235453315281,29.56
1998-05-21,-0.6594377510040085,-0.7943188405797134,-0.80417391304348,-0.9022556390977464,-1.3140809367898676,0.0,-0.03463803255975062,28.87
1998-05-22,-0.9785396825396753,-1.180392156862748,-1.2866086956521756,-1.3622222222222244,-1.1589642645460292,0.0,-0.042339433082167144,27.87
1998-05-26,-1.3177777777777682,-1.456140350877196,-1.6968888888888896,-1.9427450980392176,-1.1069439067759355,1.0,0.0022480329711502822,26.69
1998-05-27,-2.1823680823680736,-2.00706860706861,-1.991423001949319,-1.9115294117647081,-1.0401495119428024,1.0,0.025794392523364573,26.75
1998-05-28,-1.7674388674388588,-1.5714483714483722,-1.5525666016894095,-1.5868235294117663,-1.1140450679212022,0.0,-0.02988338192419826,27.44
1998-05-29,-1.4553410553410466,-1.6717948717948725,-1.6506822612085772,-1.926080246913582,-1.326535466074022,0.0,-0.013899323816679243,26.62
