date,Open,High,Low,Close,Volume,pred,reg,price
1998-02-13,-0.2603588907014698,-0.06741741741742469,-0.1028888888888938,-0.02479999999999616,-1.670736647729949,0.0,-0.015840329478853166,63.13
1998-02-17,-0.21107692307692527,-0.1438438438438533,-0.34400000000000597,-0.42813333333332937,-1.2497404444946911,1.0,0.02704007725736357,62.13
1998-02-18,-0.5034871794871794,0.04677206851119298,-0.2622222222222277,0.06420187793427812,-0.6300500268505695,0.0,-0.0028208744710860323,63.81
1998-02-19,-0.14202898550724652,-0.022266139657452944,-0.06666666666667054,-0.05352112676055998,-1.213493117775077,1.0,0.01068678296401071,63.63
1998-02-20,-0.2738662926601213,0.028308823529403337,-0.1456087824351333,0.05296655879180645,-0.5686529933481153,0.0,-0.028144923029077895,64.31
1998-02-23,-0.3338008415147288,-0.36924019607844005,-0.599201596806391,-0.5645091693635338,-0.5743810051736882,1.0,0.0040000000000000036,62.5
1998-02-24,-0.5734455352968708,-0.5040441176470677,-0.49630738522954543,-0.4814148681055095,-1.0979982754372999,1.0,0.0009561752988047623,62.75
1998-02-25,-0.3508990318118992,-0.48829629629630567,-0.41601562500000433,-0.47949206349205675,-2.0524821546640757,1.0,0.003980257920713326,62.81
1998-02-26,-0.450622406639005,-0.37377777777778776,-0.3148437500000042,-0.42234920634920015,-1.9504482134590295,1.0,0.010941960038058918,63.06
1998-02-27,-0.43471645919779056,-0.1702222222222297,-0.28437500000000593,-0.19682539682539102,-1.3454933153767379,0.0,-0.0039215686274509665,63.75
1998-03-02,-0.09059474412171964,-0.1832592592592669,-0.2363281250000041,-0.34285714285713687,-1.5851521400614452,1.0,0.011811023622047223,63.5
1998-03-03,-0.2923928077455098,-0.1395555555555651,-0.16673089274245856,-0.10082539682539282,-0.728987276068628,0.0,-0.012607003891050628,64.25
1998-03-04,-0.09955041746949522,-0.12903703703704794,-0.25459216441875965,-0.4419047619047579,-0.659977834827378,0.0,-0.007881462799495642,63.44
1998-03-05,-0.64521515735389,-0.5957037037037165,-0.5469492614001323,-0.6562539682539636,-0.7212322713690501,0.0,-0.003018748013981498,62.94
1998-03-06,-0.6566473988439366,-0.8577777777777903,-0.7305073859987232,-0.7691428571428538,-0.7595443513881288,0.0,-0.003984063745019917,62.75
1998-03-09,-0.7000642260757939,-0.8900000000000148,-0.7415525114155339,-0.9057291666666626,-1.04685549149166,1.0,0.015039999999999942,62.5
1998-03-10,-0.7373333333333423,-0.6263959390863065,-0.5420091324201013,-0.5800781249999993,-1.2627049927752758,1.0,0.007881462799495642,63.44
1998-03-11,-0.29318518518519454,-0.3605752961083045,-0.3028919330289276,-0.4311197916666645,-1.2735855673863334,0.0,-0.0009383797309977515,63.94
1998-03-12,-0.48281481481482535,-0.4997375328084117,-0.43670588235295327,-0.5039999999999963,-1.5836623037750936,1.0,0.006731371321227364,63.88
