datetime,open,high,low,close
2019-04-19 06:40:00,111.92,111.929,111.908,111.918
2019-04-19 07:00:00,111.918,111.926,111.911,111.918
2019-04-19 07:20:00,111.919,111.926,111.905,111.907
2019-04-19 07:40:00,111.907,111.931,111.907,111.921
2019-04-19 08:00:00,111.921,111.93,111.91,111.92
2019-04-19 08:20:00,111.922,111.931,111.902,111.918
2019-04-19 08:40:00,111.916,111.92,111.913,111.919
2019-04-19 09:00:00,111.919,111.924,111.911,111.915
2019-04-19 09:20:00,111.916,111.926,111.907,111.912
2019-04-19 09:40:00,111.911,111.925,111.911,111.918
2019-04-19 10:00:00,111.919,111.924,111.91,111.919
2019-04-19 10:20:00,111.918,111.925,111.912,111.913
2019-04-19 10:40:00,111.913,111.925,111.911,111.918
2019-04-19 11:00:00,111.918,111.929,111.913,111.92
2019-04-19 11:20:00,111.92,111.923,111.91,111.918
2019-04-19 11:40:00,111.918,111.933,111.912,111.918
2019-04-19 12:00:00,111.918,111.928,111.914,111.926
2019-04-19 12:20:00,111.925,111.934,111.92,111.931
2019-04-19 12:40:00,111.931,111.935,111.914,111.931
2019-04-19 13:00:00,111.932,111.938,111.924,111.932
2019-04-19 13:20:00,111.933,111.948,111.92,111.93
2019-04-19 13:40:00,111.93,111.937,111.924,111.929
2019-04-19 14:00:00,111.929,111.93,111.922,111.924
2019-04-19 14:20:00,111.924,111.928,111.918,111.922
2019-04-19 14:40:00,111.922,111.933,111.92,111.926
2019-04-19 15:00:00,111.927,111.932,111.916,111.925
2019-04-19 15:20:00,111.925,111.926,111.913,111.918
2019-04-19 15:40:00,111.916,111.928,111.915,111.922
2019-04-19 16:00:00,111.922,111.93,111.919,111.926
2019-04-19 16:20:00,111.928,111.93,111.918,111.926
2019-04-19 16:40:00,111.925,111.928,111.916,111.919
2019-04-19 17:00:00,111.918,111.927,111.916,111.924
2019-04-19 17:20:00,111.923,111.93,111.917,111.928
2019-04-19 17:40:00,111.928,111.929,111.92,111.92
2019-04-19 18:00:00,111.92,111.927,111.919,111.924
2019-04-19 18:20:00,111.924,111.927,111.921,111.925
2019-04-19 18:40:00,111.925,111.932,111.922,111.929
2019-04-19 19:00:00,111.928,111.93,111.924,111.927
2019-04-19 19:20:00,111.928,111.93,111.924,111.928
2019-04-19 19:40:00,111.928,111.929,111.924,111.926
2019-04-19 20:00:00,111.927,111.929,111.924,111.928
2019-04-19 20:20:00,111.927,111.932,111.913,111.914
2019-04-19 20:40:00,111.919,111.945,111.859,111.859
2019-04-19 21:00:00,111.859,111.859,111.859,111.859
2019-04-21 21:00:00,111.854,111.876,111.844,111.855
2019-04-21 21:20:00,111.855,111.88,111.852,111.88
2019-04-21 21:40:00,111.88,111.917,111.88,111.911
2019-04-21 22:00:00,111.911,111.943,111.91,111.937
2019-04-21 22:20:00,111.939,111.945,111.915,111.931
2019-04-21 22:40:00,111.93,111.935,111.909,111.916
2019-04-21 23:00:00,111.915,111.928,111.908,111.914
2019-04-21 23:20:00,111.915,111.919,111.902,111.906
2019-04-21 23:40:00,111.906,111.918,111.897,111.914
2019-04-22 00:00:00,111.915,111.951,111.892,111.944
2019-04-22 00:20:00,111.943,111.982,111.94,111.973
2019-04-22 00:40:00,111.972,111.991,111.958,111.975
2019-04-22 01:00:00,111.976,111.983,111.954,111.971
2019-04-22 01:20:00,111.971,111.973,111.906,111.957
2019-04-22 01:40:00,111.957,111.977,111.947,111.95
2019-04-22 02:00:00,111.949,111.963,111.93,111.949
2019-04-22 02:20:00,111.949,111.954,111.942,111.949
2019-04-22 02:40:00,111.951,111.955,111.942,111.95
2019-04-22 03:00:00,111.95,111.962,111.931,111.948
2019-04-22 03:20:00,111.949,111.953,111.916,111.937
2019-04-22 03:40:00,111.936,111.939,111.914,111.915
2019-04-22 04:00:00,111.914,111.927,111.903,111.911
2019-04-22 04:20:00,111.913,111.939,111.908,111.933
2019-04-22 04:40:00,111.932,111.933,111.92,111.927
2019-04-22 05:00:00,111.927,111.927,111.908,111.923
2019-04-22 05:20:00,111.923,111.946,111.921,111.93
2019-04-22 05:40:00,111.93,111.945,111.926,111.927
2019-04-22 06:00:00,111.926,111.934,111.91,111.916
2019-04-22 06:20:00,111.915,111.919,111.903,111.908
2019-04-22 06:40:00,111.908,111.914,111.896,111.898
2019-04-22 07:00:00,111.899,111.908,111.895,111.899
2019-04-22 07:20:00,111.899,111.913,111.897,111.904
2019-04-22 07:40:00,111.904,111.909,111.887,111.898
2019-04-22 08:00:00,111.898,111.924,111.891,111.91
2019-04-22 08:20:00,111.91,111.919,111.908,111.914
2019-04-22 08:40:00,111.912,111.925,111.909,111.923
2019-04-22 09:00:00,111.922,111.923,111.91,111.92
2019-04-22 09:20:00,111.92,111.92,111.91,111.916
2019-04-22 09:40:00,111.916,111.922,111.914,111.918
2019-04-22 10:00:00,111.92,111.925,111.918,111.923
2019-04-22 10:20:00,111.923,111.928,111.917,111.921
2019-04-22 10:40:00,111.92,111.926,111.916,111.919
2019-04-22 11:00:00,111.921,111.923,111.911,111.919
2019-04-22 11:20:00,111.92,111.931,111.918,111.928
2019-04-22 11:40:00,111.929,111.94,111.923,111.93
2019-04-22 12:00:00,111.931,111.932,111.906,111.916
2019-04-22 12:20:00,111.916,111.948,111.906,111.918
2019-04-22 12:40:00,111.918,111.925,111.906,111.911
2019-04-22 13:00:00,111.911,111.942,111.898,111.929
2019-04-22 13:20:00,111.931,111.933,111.921,111.928
2019-04-22 13:40:00,111.927,111.936,111.912,111.927
2019-04-22 14:00:00,111.927,111.927,111.901,111.911
2019-04-22 14:20:00,111.911,111.929,111.91,111.928
2019-04-22 14:40:00,111.929,111.952,111.921,111.921
2019-04-22 15:00:00,111.921,111.945,111.912,111.93
2019-04-22 15:20:00,111.93,111.939,111.923,111.928
2019-04-22 15:40:00,111.928,111.949,111.928,111.947
2019-04-22 16:00:00,111.947,111.952,111.93,111.934
2019-04-22 16:20:00,111.934,111.936,111.923,111.929
2019-04-22 16:40:00,111.929,111.94,111.929,111.934
2019-04-22 17:00:00,111.934,111.934,111.923,111.929
2019-04-22 17:20:00,111.929,111.936,111.922,111.929
2019-04-22 17:40:00,111.929,111.93,111.916,111.917
2019-04-22 18:00:00,111.918,111.941,111.906,111.934
2019-04-22 18:20:00,111.934,111.946,111.933,111.936
2019-04-22 18:40:00,111.94,111.955,111.935,111.935
2019-04-22 19:00:00,111.935,111.944,111.93,111.934
2019-04-22 19:20:00,111.933,111.945,111.932,111.942
2019-04-22 19:40:00,111.942,111.943,111.928,111.928
2019-04-22 20:00:00,111.928,111.943,111.927,111.935
2019-04-22 20:20:00,111.936,111.952,111.935,111.947
2019-04-22 20:40:00,111.947,111.95,111.933,111.934
2019-04-22 21:00:00,111.936,111.938,111.897,111.916
2019-04-22 21:20:00,111.914,111.945,111.914,111.939
2019-04-22 21:40:00,111.94,111.944,111.92,111.923
2019-04-22 22:00:00,111.923,111.935,111.918,111.924
2019-04-22 22:20:00,111.922,111.943,111.916,111.935
2019-04-22 22:40:00,111.935,111.95,111.932,111.936
2019-04-22 23:00:00,111.935,111.951,111.927,111.936
2019-04-22 23:20:00,111.935,111.944,111.92,111.925
2019-04-22 23:40:00,111.925,111.943,111.925,111.932
2019-04-23 00:00:00,111.932,111.976,111.896,111.966
2019-04-23 00:20:00,111.965,111.966,111.799,111.806
2019-04-23 00:40:00,111.808,111.849,111.696,111.7
2019-04-23 01:00:00,111.7,111.74,111.651,111.676
2019-04-23 01:20:00,111.676,111.746,111.675,111.744
2019-04-23 01:40:00,111.744,111.78,111.733,111.773
2019-04-23 02:00:00,111.774,111.792,111.762,111.779
2019-04-23 02:20:00,111.779,111.8,111.765,111.784
2019-04-23 02:40:00,111.784,111.79,111.767,111.767
2019-04-23 03:00:00,111.766,111.798,111.762,111.796
2019-04-23 03:20:00,111.796,111.828,111.796,111.828
2019-04-23 03:40:00,111.828,111.853,111.826,111.841
2019-04-23 04:00:00,111.84,111.84,111.811,111.814
2019-04-23 04:20:00,111.815,111.841,111.814,111.839
2019-04-23 04:40:00,111.838,111.877,111.838,111.866
2019-04-23 05:00:00,111.866,111.876,111.849,111.874
2019-04-23 05:20:00,111.874,111.901,111.872,111.898
2019-04-23 05:40:00,111.898,111.925,111.887,111.925
2019-04-23 06:00:00,111.925,111.939,111.87,111.875
2019-04-23 06:20:00,111.875,111.903,111.866,111.875
2019-04-23 06:40:00,111.875,111.901,111.869,111.875
2019-04-23 07:00:00,111.875,111.89,111.86,111.871
2019-04-23 07:20:00,111.871,111.886,111.86,111.865
2019-04-23 07:40:00,111.865,111.877,111.851,111.852
2019-04-23 08:00:00,111.855,111.883,111.844,111.868
2019-04-23 08:20:00,111.867,111.87,111.837,111.842
2019-04-23 08:40:00,111.843,111.87,111.836,111.863
2019-04-23 09:00:00,111.862,111.862,111.831,111.84
2019-04-23 09:20:00,111.839,111.851,111.833,111.845
2019-04-23 09:40:00,111.845,111.87,111.837,111.853
2019-04-23 10:00:00,111.854,111.876,111.846,111.851
2019-04-23 10:20:00,111.853,111.875,111.852,111.865
2019-04-23 10:40:00,111.865,111.871,111.854,111.865
2019-04-23 11:00:00,111.866,111.906,111.865,111.901
2019-04-23 11:20:00,111.902,111.908,111.882,111.899
2019-04-23 11:40:00,111.898,111.909,111.888,111.904
2019-04-23 12:00:00,111.906,111.935,111.881,111.895
2019-04-23 12:20:00,111.897,111.901,111.863,111.887
2019-04-23 12:40:00,111.887,111.98,111.887,111.977
2019-04-23 13:00:00,111.978,112.015,111.94,111.999
2019-04-23 13:20:00,111.998,112.032,111.965,111.977
2019-04-23 13:40:00,111.976,111.979,111.899,111.917
2019-04-23 14:00:00,111.93,111.962,111.913,111.932
2019-04-23 14:20:00,111.932,111.961,111.925,111.951
2019-04-23 14:40:00,111.952,111.979,111.881,111.884
2019-04-23 15:00:00,111.885,111.934,111.862,111.928
2019-04-23 15:20:00,111.93,111.932,111.885,111.887
2019-04-23 15:40:00,111.887,111.905,111.865,111.877
2019-04-23 16:00:00,111.876,111.883,111.838,111.847
2019-04-23 16:20:00,111.847,111.849,111.829,111.846
2019-04-23 16:40:00,111.845,111.847,111.76,111.792
2019-04-23 17:00:00,111.792,111.815,111.788,111.808
2019-04-23 17:20:00,111.808,111.819,111.786,111.791
2019-04-23 17:40:00,111.79,111.809,111.788,111.798
2019-04-23 18:00:00,111.8,111.816,111.792,111.815
2019-04-23 18:20:00,111.815,111.825,111.809,111.821
2019-04-23 18:40:00,111.822,111.842,111.821,111.841
2019-04-23 19:00:00,111.842,111.846,111.814,111.846
2019-04-23 19:20:00,111.846,111.852,111.836,111.84
2019-04-23 19:40:00,111.838,111.846,111.82,111.821
2019-04-23 20:00:00,111.821,111.857,111.82,111.852
2019-04-23 20:20:00,111.852,111.883,111.852,111.876
2019-04-23 20:40:00,111.876,111.877,111.854,111.854
2019-04-23 21:00:00,111.855,111.862,111.832,111.86
2019-04-23 21:20:00,111.859,111.883,111.856,111.87
2019-04-23 21:40:00,111.87,111.884,111.859,111.874
2019-04-23 22:00:00,111.874,111.884,111.86,111.861
2019-04-23 22:20:00,111.861,111.868,111.848,111.85
2019-04-23 22:40:00,111.849,111.881,111.849,111.874
2019-04-23 23:00:00,111.873,111.886,111.852,111.861
2019-04-23 23:20:00,111.86,111.868,111.853,111.862
2019-04-23 23:40:00,111.861,111.901,111.856,111.88
2019-04-24 00:00:00,111.88,111.882,111.811,111.829
2019-04-24 00:20:00,111.83,111.845,111.813,111.831
2019-04-24 00:40:00,111.834,111.928,111.831,111.903
2019-04-24 01:00:00,111.905,111.919,111.879,111.915
2019-04-24 01:20:00,111.915,111.981,111.907,111.916
2019-04-24 01:40:00,111.916,111.94,111.906,111.907
2019-04-24 02:00:00,111.909,111.92,111.854,111.854
2019-04-24 02:20:00,111.854,111.887,111.847,111.88
2019-04-24 02:40:00,111.88,111.893,111.865,111.887
2019-04-24 03:00:00,111.887,111.89,111.861,111.866
2019-04-24 03:20:00,111.866,111.872,111.858,111.865
2019-04-24 03:40:00,111.864,111.872,111.761,111.774
2019-04-24 04:00:00,111.773,111.813,111.767,111.813
2019-04-24 04:20:00,111.813,111.848,111.811,111.847
2019-04-24 04:40:00,111.848,111.85,111.821,111.831
2019-04-24 05:00:00,111.831,111.836,111.811,111.824
2019-04-24 05:20:00,111.824,111.833,111.818,111.826
2019-04-24 05:40:00,111.826,111.837,111.812,111.837
2019-04-24 06:00:00,111.835,111.84,111.8,111.803
2019-04-24 06:20:00,111.803,111.811,111.749,111.795
2019-04-24 06:40:00,111.797,111.821,111.785,111.821
2019-04-24 07:00:00,111.822,111.846,111.805,111.817
2019-04-24 07:20:00,111.816,111.838,111.811,111.836
2019-04-24 07:40:00,111.836,111.837,111.806,111.814
2019-04-24 08:00:00,111.812,111.827,111.791,111.81
2019-04-24 08:20:00,111.812,111.849,111.81,111.844
2019-04-24 08:40:00,111.845,111.851,111.827,111.831
2019-04-24 09:00:00,111.83,111.903,111.823,111.899
2019-04-24 09:20:00,111.899,111.925,111.845,111.855
2019-04-24 09:40:00,111.854,111.889,111.854,111.872
2019-04-24 10:00:00,111.871,111.88,111.853,111.865
2019-04-24 10:20:00,111.865,111.868,111.85,111.853
2019-04-24 10:40:00,111.853,111.867,111.835,111.863
2019-04-24 11:00:00,111.863,111.875,111.85,111.852
2019-04-24 11:20:00,111.853,111.859,111.831,111.852
2019-04-24 11:40:00,111.852,111.864,111.825,111.825
2019-04-24 12:00:00,111.825,111.845,111.805,111.814
2019-04-24 12:20:00,111.814,111.832,111.804,111.809
2019-04-24 12:40:00,111.807,111.852,111.803,111.841
2019-04-24 13:00:00,111.842,111.897,111.841,111.867
2019-04-24 13:20:00,111.867,111.87,111.825,111.841
2019-04-24 13:40:00,111.841,111.842,111.782,111.782
2019-04-24 14:00:00,111.785,111.804,111.772,111.787
2019-04-24 14:20:00,111.788,111.796,111.681,111.761
2019-04-24 14:40:00,111.761,111.78,111.706,111.74
2019-04-24 15:00:00,111.737,111.798,111.737,111.783
2019-04-24 15:20:00,111.783,111.829,111.774,111.827
2019-04-24 15:40:00,111.825,111.835,111.806,111.813
2019-04-24 16:00:00,111.813,111.843,111.804,111.835
2019-04-24 16:20:00,111.835,111.902,111.823,111.896
2019-04-24 16:40:00,111.898,111.936,111.896,111.916
2019-04-24 17:00:00,111.92,111.924,111.89,111.893
2019-04-24 17:20:00,111.893,111.96,111.891,111.941
2019-04-24 17:40:00,111.942,111.985,111.94,111.985
2019-04-24 18:00:00,111.985,112.062,111.975,112.045
2019-04-24 18:20:00,112.048,112.234,112.046,112.212
2019-04-24 18:40:00,112.209,112.37,112.209,112.363
2019-04-24 19:00:00,112.365,112.399,112.318,112.323
2019-04-24 19:20:00,112.324,112.364,112.249,112.257
2019-04-24 19:40:00,112.258,112.259,112.183,112.2
2019-04-24 20:00:00,112.199,112.232,112.159,112.22
2019-04-24 20:20:00,112.22,112.221,112.185,112.185
2019-04-24 20:40:00,112.184,112.209,112.16,112.185
2019-04-24 21:00:00,112.182,112.182,112.106,112.113
2019-04-24 21:20:00,112.113,112.131,112.081,112.115
2019-04-24 21:40:00,112.114,112.125,112.055,112.058
2019-04-24 22:00:00,112.063,112.108,112.063,112.091
2019-04-24 22:20:00,112.091,112.111,112.086,112.109
2019-04-24 22:40:00,112.108,112.115,112.051,112.097
2019-04-24 23:00:00,112.098,112.169,112.098,112.133
2019-04-24 23:20:00,112.133,112.156,112.116,112.13
2019-04-24 23:40:00,112.135,112.156,112.116,112.118
2019-04-25 00:00:00,112.119,112.226,112.103,112.199
2019-04-25 00:20:00,112.199,112.239,112.168,112.192
2019-04-25 00:40:00,112.192,112.195,112.104,112.123
2019-04-25 01:00:00,112.122,112.143,112.082,112.084
2019-04-25 01:20:00,112.086,112.108,111.99,112.027
2019-04-25 01:40:00,112.027,112.072,111.997,112.004
2019-04-25 02:00:00,112.007,112.016,111.966,112.0
2019-04-25 02:20:00,111.999,111.999,111.846,111.942
2019-04-25 02:40:00,111.941,111.982,111.925,111.966
2019-04-25 03:00:00,111.965,111.971,111.926,111.951
2019-04-25 03:20:00,111.949,112.021,111.915,111.948
2019-04-25 03:40:00,111.947,112.0,111.942,111.97
2019-04-25 04:00:00,111.971,112.0,111.957,111.992
2019-04-25 04:20:00,111.993,112.001,111.987,111.995
2019-04-25 04:40:00,111.995,112.0,111.963,111.97
2019-04-25 05:00:00,111.973,111.973,111.931,111.94
2019-04-25 05:20:00,111.94,111.958,111.903,111.936
2019-04-25 05:40:00,111.937,111.953,111.926,111.946
2019-04-25 06:00:00,111.946,111.964,111.897,111.933
2019-04-25 06:20:00,111.932,111.935,111.905,111.922
2019-04-25 06:40:00,111.922,111.927,111.845,111.857
2019-04-25 07:00:00,111.858,111.873,111.743,111.778
2019-04-25 07:20:00,111.777,111.814,111.76,111.799
2019-04-25 07:40:00,111.799,111.836,111.792,111.834
2019-04-25 08:00:00,111.834,111.86,111.823,111.848
2019-04-25 08:20:00,111.849,111.88,111.848,111.871
2019-04-25 08:40:00,111.871,111.886,111.863,111.866
2019-04-25 09:00:00,111.868,111.887,111.862,111.882
2019-04-25 09:20:00,111.881,111.892,111.859,111.884
2019-04-25 09:40:00,111.886,111.898,111.871,111.896
2019-04-25 10:00:00,111.896,111.902,111.853,111.853
2019-04-25 10:20:00,111.853,111.871,111.821,111.822
2019-04-25 10:40:00,111.822,111.84,111.81,111.825
2019-04-25 11:00:00,111.824,111.859,111.822,111.845
2019-04-25 11:20:00,111.845,111.882,111.842,111.869
2019-04-25 11:40:00,111.869,111.9,111.869,111.892
2019-04-25 12:00:00,111.892,111.892,111.85,111.858
2019-04-25 12:20:00,111.856,111.901,111.831,111.872
2019-04-25 12:40:00,111.872,111.878,111.812,111.813
2019-04-25 13:00:00,111.815,111.817,111.756,111.762
2019-04-25 13:20:00,111.761,111.783,111.636,111.648
2019-04-25 13:40:00,111.649,111.678,111.537,111.58
2019-04-25 14:00:00,111.58,111.605,111.504,111.543
2019-04-25 14:20:00,111.543,111.547,111.368,111.443
2019-04-25 14:40:00,111.442,111.477,111.408,111.448
2019-04-25 15:00:00,111.451,111.47,111.417,111.442
2019-04-25 15:20:00,111.441,111.586,111.436,111.585
2019-04-25 15:40:00,111.586,111.599,111.546,111.591
2019-04-25 16:00:00,111.592,111.615,111.546,111.572
2019-04-25 16:20:00,111.571,111.594,111.567,111.578
2019-04-25 16:40:00,111.578,111.619,111.578,111.582
2019-04-25 17:00:00,111.582,111.603,111.569,111.569
2019-04-25 17:20:00,111.571,111.585,111.558,111.568
2019-04-25 17:40:00,111.568,111.569,111.526,111.54
2019-04-25 18:00:00,111.542,111.616,111.542,111.615
2019-04-25 18:20:00,111.615,111.627,111.595,111.621
2019-04-25 18:40:00,111.625,111.655,111.605,111.611
2019-04-25 19:00:00,111.611,111.653,111.61,111.651
2019-04-25 19:20:00,111.652,111.669,111.648,111.652
2019-04-25 19:40:00,111.653,111.673,111.65,111.656
2019-04-25 20:00:00,111.657,111.662,111.624,111.631
2019-04-25 20:20:00,111.631,111.654,111.631,111.648
2019-04-25 20:40:00,111.647,111.658,111.598,111.601
2019-04-25 21:00:00,111.598,111.624,111.591,111.609
2019-04-25 21:20:00,111.609,111.611,111.575,111.585
2019-04-25 21:40:00,111.584,111.596,111.579,111.583
2019-04-25 22:00:00,111.581,111.587,111.561,111.568
2019-04-25 22:20:00,111.57,111.579,111.565,111.571
2019-04-25 22:40:00,111.571,111.578,111.571,111.574
2019-04-25 23:00:00,111.573,111.579,111.544,111.554
2019-04-25 23:20:00,111.553,111.558,111.542,111.545
2019-04-25 23:40:00,111.544,111.551,111.507,111.543
2019-04-26 00:00:00,111.543,111.571,111.463,111.482
2019-04-26 00:20:00,111.482,111.579,111.463,111.533
2019-04-26 00:40:00,111.533,111.729,111.448,111.65
2019-04-26 01:00:00,111.648,111.73,111.626,111.693
2019-04-26 01:20:00,111.694,111.787,111.684,111.696
2019-04-26 01:40:00,111.698,111.722,111.667,111.694
2019-04-26 02:00:00,111.694,111.737,111.658,111.674
2019-04-26 02:20:00,111.676,111.681,111.636,111.66
2019-04-26 02:40:00,111.659,111.67,111.636,111.644
2019-04-26 03:00:00,111.644,111.647,111.603,111.62
2019-04-26 03:20:00,111.62,111.646,111.606,111.636
2019-04-26 03:40:00,111.635,111.653,111.631,111.634
2019-04-26 04:00:00,111.635,111.64,111.621,111.631
2019-04-26 04:20:00,111.63,111.64,111.621,111.633
2019-04-26 04:40:00,111.634,111.671,111.633,111.66
2019-04-26 05:00:00,111.66,111.717,111.636,111.694
2019-04-26 05:20:00,111.694,111.718,111.673,111.683
2019-04-26 05:40:00,111.682,111.702,111.671,111.673
2019-04-26 06:00:00,111.673,111.703,111.652,111.69
2019-04-26 06:20:00,111.69,111.703,111.671,111.686
2019-04-26 06:40:00,111.686,111.686,111.63,111.636
2019-04-26 07:00:00,111.638,111.658,111.617,111.626
2019-04-26 07:20:00,111.625,111.652,111.614,111.649
2019-04-26 07:40:00,111.648,111.676,111.643,111.676
2019-04-26 08:00:00,111.676,111.693,111.658,111.683
2019-04-26 08:20:00,111.683,111.694,111.65,111.67
2019-04-26 08:40:00,111.67,111.675,111.652,111.656
2019-04-26 09:00:00,111.656,111.679,111.649,111.668
2019-04-26 09:20:00,111.669,111.712,111.668,111.712
2019-04-26 09:40:00,111.71,111.749,111.7,111.744
2019-04-26 10:00:00,111.744,111.755,111.723,111.73
2019-04-26 10:20:00,111.732,111.765,111.723,111.749
2019-04-26 10:40:00,111.748,111.753,111.739,111.742
2019-04-26 11:00:00,111.743,111.782,111.743,111.769
2019-04-26 11:20:00,111.767,111.769,111.742,111.758
2019-04-26 11:40:00,111.758,111.771,111.755,111.767
2019-04-26 12:00:00,111.767,111.828,111.742,111.822
2019-04-26 12:20:00,111.825,112.031,111.661,111.668
2019-04-26 12:40:00,111.668,111.683,111.597,111.663
2019-04-26 13:00:00,111.663,111.691,111.639,111.689
2019-04-26 13:20:00,111.688,111.691,111.587,111.621
2019-04-26 13:40:00,111.62,111.646,111.512,111.571
2019-04-26 14:00:00,111.57,111.591,111.467,111.467
2019-04-26 14:20:00,111.471,111.519,111.431,111.444
2019-04-26 14:40:00,111.443,111.568,111.428,111.549
2019-04-26 15:00:00,111.551,111.615,111.528,111.589
2019-04-26 15:20:00,111.589,111.625,111.572,111.593
2019-04-26 15:40:00,111.593,111.607,111.582,111.599
2019-04-26 16:00:00,111.597,111.615,111.578,111.59
2019-04-26 16:20:00,111.59,111.625,111.574,111.604
2019-04-26 16:40:00,111.604,111.612,111.559,111.574
2019-04-26 17:00:00,111.574,111.575,111.56,111.566
2019-04-26 17:20:00,111.566,111.596,111.566,111.581
2019-04-26 17:40:00,111.581,111.602,111.579,111.6
2019-04-26 18:00:00,111.599,111.606,111.58,111.602
2019-04-26 18:20:00,111.602,111.615,111.598,111.612
2019-04-26 18:40:00,111.611,111.632,111.601,111.602
2019-04-26 19:00:00,111.603,111.615,111.591,111.597
2019-04-26 19:20:00,111.598,111.598,111.577,111.59
2019-04-26 19:40:00,111.589,111.607,111.584,111.606
2019-04-26 20:00:00,111.605,111.634,111.6,111.633
2019-04-26 20:20:00,111.633,111.646,111.623,111.625
2019-04-26 20:40:00,111.625,111.627,111.473,111.526
2019-04-26 21:00:00,111.526,111.526,111.526,111.526
2019-04-28 21:00:00,111.533,111.588,111.533,111.551
2019-04-28 21:20:00,111.551,111.582,111.544,111.55
2019-04-28 21:40:00,111.551,111.587,111.55,111.578
2019-04-28 22:00:00,111.578,111.603,111.566,111.576
2019-04-28 22:20:00,111.577,111.605,111.571,111.59
2019-04-28 22:40:00,111.59,111.599,111.583,111.597
2019-04-28 23:00:00,111.597,111.609,111.597,111.607
2019-04-28 23:20:00,111.605,111.612,111.602,111.61
2019-04-28 23:40:00,111.61,111.61,111.579,111.601
2019-04-29 00:00:00,111.6,111.611,111.577,111.605
2019-04-29 00:20:00,111.607,111.622,111.589,111.616
2019-04-29 00:40:00,111.613,111.629,111.604,111.61
2019-04-29 01:00:00,111.612,111.636,111.609,111.628
2019-04-29 01:20:00,111.629,111.637,111.615,111.634
2019-04-29 01:40:00,111.635,111.639,111.622,111.63
2019-04-29 02:00:00,111.633,111.639,111.603,111.616
2019-04-29 02:20:00,111.616,111.617,111.59,111.597
2019-04-29 02:40:00,111.597,111.605,111.588,111.592
2019-04-29 03:00:00,111.592,111.61,111.591,111.603
2019-04-29 03:20:00,111.604,111.604,111.592,111.597
2019-04-29 03:40:00,111.597,111.6,111.589,111.598
2019-04-29 04:00:00,111.598,111.61,111.591,111.598
2019-04-29 04:20:00,111.598,111.611,111.59,111.601
2019-04-29 04:40:00,111.601,111.61,111.592,111.607
2019-04-29 05:00:00,111.607,111.61,111.597,111.604
2019-04-29 05:20:00,111.604,111.616,111.602,111.614
2019-04-29 05:40:00,111.615,111.629,111.608,111.622
2019-04-29 06:00:00,111.622,111.633,111.609,111.621
2019-04-29 06:20:00,111.619,111.646,111.616,111.633
2019-04-29 06:40:00,111.633,111.664,111.633,111.658
2019-04-29 07:00:00,111.658,111.726,111.656,111.703
2019-04-29 07:20:00,111.704,111.725,111.7,111.724
2019-04-29 07:40:00,111.725,111.759,111.714,111.756
2019-04-29 08:00:00,111.757,111.777,111.729,111.76
2019-04-29 08:20:00,111.759,111.767,111.738,111.761
2019-04-29 08:40:00,111.761,111.761,111.738,111.739
2019-04-29 09:00:00,111.739,111.744,111.718,111.719
2019-04-29 09:20:00,111.718,111.731,111.688,111.708
2019-04-29 09:40:00,111.708,111.72,111.7,111.709
2019-04-29 10:00:00,111.709,111.733,111.709,111.733
2019-04-29 10:20:00,111.733,111.74,111.708,111.736
2019-04-29 10:40:00,111.736,111.744,111.727,111.734
2019-04-29 11:00:00,111.733,111.752,111.732,111.751
2019-04-29 11:20:00,111.752,111.76,111.729,111.759
2019-04-29 11:40:00,111.759,111.77,111.724,111.732
2019-04-29 12:00:00,111.732,111.746,111.719,111.722
2019-04-29 12:20:00,111.722,111.787,111.672,111.764
2019-04-29 12:40:00,111.763,111.845,111.757,111.834
2019-04-29 13:00:00,111.833,111.849,111.795,111.804
2019-04-29 13:20:00,111.804,111.848,111.795,111.836
2019-04-29 13:40:00,111.836,111.898,111.826,111.884
2019-04-29 14:00:00,111.887,111.892,111.845,111.848
2019-04-29 14:20:00,111.848,111.859,111.829,111.85
2019-04-29 14:40:00,111.852,111.861,111.785,111.793
2019-04-29 15:00:00,111.793,111.841,111.793,111.824
2019-04-29 15:20:00,111.824,111.828,111.785,111.791
2019-04-29 15:40:00,111.791,111.808,111.78,111.798
2019-04-29 16:00:00,111.799,111.831,111.795,111.806
2019-04-29 16:20:00,111.806,111.817,111.769,111.787
2019-04-29 16:40:00,111.79,111.813,111.788,111.8
2019-04-29 17:00:00,111.799,111.812,111.799,111.811
2019-04-29 17:20:00,111.812,111.818,111.774,111.776
2019-04-29 17:40:00,111.776,111.781,111.756,111.767
2019-04-29 18:00:00,111.767,111.78,111.756,111.759
2019-04-29 18:20:00,111.759,111.768,111.749,111.752
2019-04-29 18:40:00,111.752,111.761,111.721,111.721
2019-04-29 19:00:00,111.721,111.749,111.712,111.72
2019-04-29 19:20:00,111.719,111.725,111.667,111.677
2019-04-29 19:40:00,111.677,111.689,111.652,111.665
2019-04-29 20:00:00,111.666,111.674,111.656,111.662
2019-04-29 20:20:00,111.662,111.663,111.648,111.653
2019-04-29 20:40:00,111.652,111.652,111.634,111.644
2019-04-29 21:00:00,111.642,111.674,111.626,111.644
2019-04-29 21:20:00,111.644,111.676,111.629,111.636
2019-04-29 21:40:00,111.636,111.653,111.632,111.648
2019-04-29 22:00:00,111.647,111.663,111.637,111.649
2019-04-29 22:20:00,111.649,111.671,111.644,111.665
